Apple Creek,Domestic,Year,Acre Feet,Acres,,,
Headwaters Souris River,Municipal,1984,5.6,0,,,
Headwaters Souris River,Municipal,1983,4.6,0,,,
Headwaters Souris River,Municipal,1982,4,0,,,
Headwaters Souris River,Municipal,1980,24.6,0,,,
Headwaters Souris River,Municipal,1979,27.3,0,,,
Headwaters Souris River,Municipal,1978,17.5,0,,,
Headwaters Souris River,Municipal,1977,0,0,,,
James Headwaters,Commercial,Year,Acre Feet,Acres,,,
James Headwaters,Commercial,1998,45,0,,,
James Headwaters,Commercial,1997,0,0,,,
James Headwaters,Commercial,1996,0,0,,,
James Headwaters,Commercial,1995,60.7,0,,,
James Headwaters,Commercial,1994,60.7,0,,,
James Headwaters,Commercial,1993,42.3,0,,,
James Headwaters,Commercial,1992,0,0,,,
James Headwaters,Commercial,1991,32,0,,,
James Headwaters,Commercial,1990,35.7,0,,,
James Headwaters,Commercial,1989,0,0,,,
James Headwaters,Commercial,1988,12.4,0,,,
James Headwaters,Commercial,1987,1.3,0,,,
James Headwaters,Commercial,1986,40,0,,,
James Headwaters,Commercial,1985,68,0,,,
James Headwaters,Commercial,1984,100,0,,,
James Headwaters,Commercial,1983,0,0,,,
James Headwaters,Commercial,1982,100,0,,,
James Headwaters,Commercial,1979,120,0,,,
James Headwaters,Commercial,1978,120,0,,,
James Headwaters,Commercial,1977,100.8,0,,,
James Headwaters,Industrial,Year,Acre Feet,Acres,,,
James Headwaters,Industrial,2019,18.4,0,,,
James Headwaters,Industrial,2018,36.9,0,,,
James Headwaters,Industrial,2017,18.7,0,,,
James Headwaters,Industrial,2016,18.6,0,,,
James Headwaters,Industrial,2015,18.5,0,,,
James Headwaters,Industrial,2014,42,0,,,
James Headwaters,Industrial,2013,42,0,,,
James Headwaters,Industrial,2012,41.6,0,,,
James Headwaters,Industrial,2011,41.6,0,,,
James Headwaters,Industrial,2010,41.6,0,,,
James Headwaters,Industrial,2009,42,0,,,
James Headwaters,Industrial,2008,0,0,,,
James Headwaters,Industrial,2007,48,0,,,
James Headwaters,Industrial,2006,0,0,,,
James Headwaters,Industrial,2005,0,0,,,
James Headwaters,Industrial,2004,44.9,0,,,
James Headwaters,Industrial,2003,36,0,,,
James Headwaters,Industrial,2002,49.2,0,,,
James Headwaters,Industrial,2001,15.9,0,,,
James Headwaters,Industrial,2000,49.6,0,,,
James Headwaters,Industrial,1999,46.1,0,,,
James Headwaters,Industrial,1998,0.5,0,,,
James Headwaters,Industrial,1997,0.3,0,,,
James Headwaters,Industrial,1996,0.6,0,,,
James Headwaters,Industrial,1995,1,0,,,
James Headwaters,Industrial,1994,0,0,,,
James Headwaters,Industrial,1993,0,0,,,
James Headwaters,Irrigation,Year,Acre Feet,Acres,,,
James Headwaters,Irrigation,2019,1299.9,5181.1,,,
James Headwaters,Irrigation,2018,1860.4,4891,,,
James Headwaters,Irrigation,2017,1952.3,5356,,,
James Headwaters,Irrigation,2016,2132.6,5047,,,
James Headwaters,Irrigation,2015,3261.9,4982,,,
James Headwaters,Irrigation,2014,1371.3,3741.2,,,
James Headwaters,Irrigation,2013,2358.1,5029,,,
James Headwaters,Irrigation,2012,1869.7,5218.8,,,
James Headwaters,Irrigation,2011,386.4,1606,,,
James Headwaters,Irrigation,2010,1291.8,4028,,,
James Headwaters,Irrigation,2009,1911.1,4707.8,,,
James Headwaters,Irrigation,2008,2239,5521.6,,,
James Headwaters,Irrigation,2007,1900,6379.4,,,
James Headwaters,Irrigation,2006,2536.5,4660,,,
James Headwaters,Irrigation,2005,1919.5,3836,,,
James Headwaters,Irrigation,2004,1569.7,4062.5,,,
James Headwaters,Irrigation,2003,1348.3,4521.4,,,
James Headwaters,Irrigation,2002,1288.8,4302.4,,,
James Headwaters,Irrigation,2001,418,1577.3,,,
James Headwaters,Irrigation,2000,1101.4,4028,,,
James Headwaters,Irrigation,1999,1177.1,3283,,,
James Headwaters,Irrigation,1998,3021.2,4662,,,
James Headwaters,Irrigation,1997,2331.8,3859,,,
James Headwaters,Irrigation,1996,1166.1,3389,,,
James Headwaters,Irrigation,1995,1546.8,3295,,,
James Headwaters,Irrigation,1994,1577.4,3382.8,,,
James Headwaters,Irrigation,1993,387.6,1842.8,,,
James Headwaters,Irrigation,1992,2688.4,3855.6,,,
James Headwaters,Irrigation,1991,1573.7,2842.6,,,
James Headwaters,Irrigation,1990,2005.2,2587.6,,,
James Headwaters,Irrigation,1989,2503.6,3369.4,,,
James Headwaters,Irrigation,1988,2480.1,3753.6,,,
James Headwaters,Irrigation,1987,623.9,2149.6,,,
James Headwaters,Irrigation,1986,789.9,2976.6,,,
James Headwaters,Irrigation,1985,1396.7,3290.3,,,
James Headwaters,Irrigation,1984,2394.7,4061.6,,,
James Headwaters,Irrigation,1983,1774.4,3502.6,,,
James Headwaters,Irrigation,1982,1143.6,3816.6,,,
James Headwaters,Irrigation,1981,1601.3,3348,,,
James Headwaters,Irrigation,1980,3031.3,3501,,,
James Headwaters,Irrigation,1979,2422.5,3536,,,
James Headwaters,Irrigation,1978,4365.7,4359,,,
James Headwaters,Irrigation,1977,3505.5,4026,,,
James Headwaters,Multiple Use,Year,Acre Feet,Acres,,,
James Headwaters,Multiple Use,2019,72.3,0,,,
James Headwaters,Multiple Use,2018,130.9,0,,,
James Headwaters,Multiple Use,2017,117.8,0,,,
James Headwaters,Multiple Use,2016,118,0,,,
James Headwaters,Multiple Use,2015,138.3,0,,,
James Headwaters,Multiple Use,2014,93.5,0,,,
James Headwaters,Multiple Use,2013,113.9,0,,,
James Headwaters,Multiple Use,2012,145.1,0,,,
James Headwaters,Multiple Use,2011,89.2,0,,,
James Headwaters,Multiple Use,2010,136,0,,,
James Headwaters,Multiple Use,2009,108.7,0,,,
James Headwaters,Multiple Use,2008,123,0,,,
James Headwaters,Multiple Use,2007,125.6,0,,,
James Headwaters,Multiple Use,2006,0,0,,,
James Headwaters,Multiple Use,2005,0,0,,,
James Headwaters,Multiple Use,2003,100,80,,,
James Headwaters,Multiple Use,2002,0,0,,,
James Headwaters,Municipal,Year,Acre Feet,Acres,,,
James Headwaters,Municipal,2019,641.1,0,,,
James Headwaters,Municipal,2018,632.1,0,,,
James Headwaters,Municipal,2017,666.1,0,,,
James Headwaters,Municipal,2016,716.4,0,,,
James Headwaters,Municipal,2015,644.3,0,,,
James Headwaters,Municipal,2014,640.5,0,,,
James Headwaters,Municipal,2013,613.5,0,,,
James Headwaters,Municipal,2012,580.2,0,,,
James Headwaters,Municipal,2011,547.4,0,,,
James Headwaters,Municipal,2010,528.1,0,,,
James Headwaters,Municipal,2009,525.3,0,,,
James Headwaters,Municipal,2008,514.9,0,,,
James Headwaters,Municipal,2007,538.4,0,,,
James Headwaters,Municipal,2006,549.5,0,,,
James Headwaters,Municipal,2005,535.6,0,,,
James Headwaters,Municipal,2004,523.9,0,,,
James Headwaters,Municipal,2003,542.9,0,,,
James Headwaters,Municipal,2002,540.2,0,,,
James Headwaters,Municipal,2001,595,0,,,
James Headwaters,Municipal,2000,535.6,0,,,
James Headwaters,Municipal,1999,619.6,0,,,
James Headwaters,Municipal,1998,622.3,0,,,
James Headwaters,Municipal,1997,610.4,0,,,
James Headwaters,Municipal,1996,587,0,,,
James Headwaters,Municipal,1995,513.6,0,,,
James Headwaters,Municipal,1994,513.4,0,,,
James Headwaters,Municipal,1993,465.7,0,,,
James Headwaters,Municipal,1992,530.3,0,,,
James Headwaters,Municipal,1991,548.3,0,,,
James Headwaters,Municipal,1990,550.6,0,,,
James Headwaters,Municipal,1989,589.4,0,,,
James Headwaters,Municipal,1988,653.1,0,,,
James Headwaters,Municipal,1987,562.9,0,,,
James Headwaters,Municipal,1986,541.6,0,,,
James Headwaters,Municipal,1985,588.4,0,,,
James Headwaters,Municipal,1984,637.4,0,,,
James Headwaters,Municipal,1983,629.5,0,,,
James Headwaters,Municipal,1982,575.7,0,,,
James Headwaters,Municipal,1981,471.2,0,,,
James Headwaters,Municipal,1980,543.6,0,,,
James Headwaters,Municipal,1979,598.6,0,,,
James Headwaters,Municipal,1978,571.6,0,,,
James Headwaters,Municipal,1977,635.8,0,,,
James Headwaters,Rural Water,Year,Acre Feet,Acres,,,
James Headwaters,Rural Water,2019,370.9,0,,,
James Headwaters,Rural Water,2018,369.6,0,,,
James Headwaters,Rural Water,2017,357.5,0,,,
James Headwaters,Rural Water,2016,369.5,0,,,
James Headwaters,Rural Water,2015,393.5,0,,,
James Headwaters,Rural Water,2014,371.8,0,,,
James Headwaters,Rural Water,2013,376,0,,,
James Headwaters,Rural Water,2012,365.1,0,,,
James Headwaters,Rural Water,2011,320.1,0,,,
James Headwaters,Rural Water,2010,359,0,,,
James Headwaters,Rural Water,2009,320,0,,,
James Headwaters,Rural Water,2008,333.9,0,,,
James Headwaters,Rural Water,2007,340,0,,,
James Headwaters,Rural Water,2006,323.5,0,,,
James Headwaters,Rural Water,2005,310.4,0,,,
James Headwaters,Rural Water,2004,303.5,0,,,
James Headwaters,Rural Water,2003,330.3,0,,,
James Headwaters,Rural Water,2002,332.9,0,,,
James Headwaters,Rural Water,2001,328.4,0,,,
James Headwaters,Rural Water,2000,323.3,0,,,
James Headwaters,Rural Water,1999,319.9,0,,,
James Headwaters,Rural Water,1998,326.3,0,,,
James Headwaters,Rural Water,1997,309.9,0,,,
James Headwaters,Rural Water,1996,314.4,0,,,
James Headwaters,Rural Water,1995,272.5,0,,,
James Headwaters,Rural Water,1994,275.9,0,,,
James Headwaters,Rural Water,1993,258.9,0,,,
James Headwaters,Rural Water,1992,270,0,,,
James Headwaters,Rural Water,1991,259,0,,,
James Headwaters,Rural Water,1990,243.4,0,,,
James Headwaters,Rural Water,1989,203.1,0,,,
James Headwaters,Rural Water,1988,240.6,0,,,
James Headwaters,Rural Water,1987,167.6,0,,,
James Headwaters,Rural Water,1986,9.2,0,,,
James Headwaters,Rural Water,1985,0,0,,,
Knife,Industrial,Year,Acre Feet,Acres,,,
Knife,Industrial,2019,264.2,0,,,
Knife,Industrial,2018,517.3,0,,,
Knife,Industrial,2017,520.2,0,,,
Knife,Industrial,2016,150.3,0,,,
Knife,Industrial,2015,302.1,0,,,
Knife,Industrial,2014,459.1,0,,,
Knife,Industrial,2013,520.6,0,,,
Knife,Industrial,2012,610.1,0,,,
Knife,Industrial,2011,508.1,0,,,
Knife,Industrial,2010,500.3,0,,,
Knife,Industrial,2009,453.6,0,,,
Knife,Industrial,2008,210.2,0,,,
Knife,Industrial,2007,225.3,0,,,
Knife,Industrial,2006,122.3,0,,,
Knife,Industrial,2005,28.3,0,,,
Knife,Industrial,2004,23.6,0,,,
Knife,Industrial,2003,26.3,0,,,
Knife,Industrial,2002,29.9,0,,,
Knife,Industrial,2001,19.3,0,,,
Knife,Industrial,2000,96,0,,,
Knife,Industrial,1999,73.9,0,,,
Knife,Industrial,1998,155.8,0,,,
Knife,Industrial,1997,296.3,0,,,
Knife,Industrial,1996,582.6,0,,,
Knife,Industrial,1995,30.2,0,,,
Knife,Industrial,1994,27.4,0,,,
Knife,Industrial,1993,32.1,0,,,
Knife,Industrial,1992,47.8,0,,,
Knife,Industrial,1991,45.1,0,,,
Knife,Industrial,1990,110.3,0,,,
Knife,Industrial,1989,159.8,0,,,
Knife,Industrial,1988,142.9,0,,,
Knife,Industrial,1987,120.2,0,,,
Knife,Industrial,1986,151.7,0,,,
Knife,Industrial,1985,195.6,0,,,
Knife,Industrial,1984,146.1,0,,,
Knife,Industrial,1983,112.1,0,,,
Knife,Industrial,1982,111.7,0,,,
Knife,Industrial,1981,141.4,0,,,
Knife,Industrial,1980,96.6,0,,,
Knife,Industrial,1979,126.6,0,,,
Knife,Industrial,1978,9.1,0,,,
Knife,Industrial,1977,0,0,,,
Knife,Irrigation,Year,Acre Feet,Acres,,,
Knife,Irrigation,2019,951,2632.7,,,
Knife,Irrigation,2018,1357.3,2770.9,,,
Knife,Irrigation,2017,1306.5,1922.6,,,
Knife,Irrigation,2016,878.4,1933.5,,,
Knife,Irrigation,2015,972.8,1508.5,,,
Knife,Irrigation,2014,501,1266.5,,,
Knife,Irrigation,2013,765.5,1233,,,
Knife,Irrigation,2012,1003.5,1266.5,,,
Knife,Irrigation,2011,389.2,1271.5,,,
Knife,Irrigation,2010,793.8,1360.5,,,
Knife,Irrigation,2009,718.3,1221.5,,,
Knife,Irrigation,2008,1278.6,1348.5,,,
Knife,Irrigation,2007,1346.2,1381.5,,,
Knife,Irrigation,2006,1243.5,1365.5,,,
Knife,Irrigation,2005,481.9,949.5,,,
Knife,Irrigation,2004,1347.8,1197,,,
Knife,Irrigation,2003,1084.1,1247,,,
Knife,Irrigation,2002,1210.1,1205,,,
Knife,Irrigation,2001,566.7,951,,,
Knife,Irrigation,2000,510.7,953.5,,,
Knife,Irrigation,1999,720.7,938.5,,,
Knife,Irrigation,1998,872.8,942,,,
Knife,Irrigation,1997,1121.1,948.5,,,
Knife,Irrigation,1996,562.5,813.5,,,
Knife,Irrigation,1995,428.7,823.5,,,
Knife,Irrigation,1994,824.9,823.5,,,
Knife,Irrigation,1993,361.2,823.5,,,
Knife,Irrigation,1992,1044,828.5,,,
Knife,Irrigation,1991,1128.2,940,,,
Knife,Irrigation,1990,1158.7,930,,,
Knife,Irrigation,1989,1190,837,,,
Knife,Irrigation,1988,1251.4,933.5,,,
Knife,Irrigation,1987,546.2,894,,,
Knife,Irrigation,1986,589.8,843,,,
Knife,Irrigation,1985,552.4,867,,,
Knife,Irrigation,1984,700.6,936,,,
Knife,Irrigation,1983,765.3,765,,,
Knife,Irrigation,1982,603.4,948,,,
Knife,Irrigation,1981,520.9,647,,,
Knife,Irrigation,1980,262,200,,,
Knife,Irrigation,1979,292.1,270,,,
Knife,Irrigation,1978,27.4,200,,,
Knife,Irrigation,1977,193.6,200,,,
Knife,Municipal,Year,Acre Feet,Acres,,,
Knife,Municipal,2019,413.6,0,,,
Knife,Municipal,2018,449.5,0,,,
Knife,Municipal,2017,431,0,,,
Knife,Municipal,2016,397.7,0,,,
Knife,Municipal,2015,596.1,0,,,
Knife,Municipal,2014,600.2,0,,,
Knife,Municipal,2013,609.1,0,,,
Knife,Municipal,2012,732.4,0,,,
Knife,Municipal,2011,801.2,0,,,
Knife,Municipal,2010,859.3,0,,,
Knife,Municipal,2009,929,0,,,
Knife,Municipal,2008,1194.1,0,,,
Knife,Municipal,2007,1045.4,0,,,
Knife,Municipal,2006,1094.9,0,,,
Knife,Municipal,2005,970.8,0,,,
Knife,Municipal,2004,1060.4,0,,,
Knife,Municipal,2003,1086.3,0,,,
Knife,Municipal,2002,986.1,0,,,
Knife,Municipal,2001,1208.5,0,,,
Knife,Municipal,2000,1109.7,0,,,
Knife,Municipal,1999,1030.7,0,,,
Knife,Municipal,1998,1201.3,0,,,
Knife,Municipal,1997,715,0,,,
Knife,Municipal,1996,772.2,0,,,
Knife,Municipal,1995,754.1,0,,,
Knife,Municipal,1994,1488.8,0,,,
Knife,Municipal,1993,1174,0,,,
Knife,Municipal,1992,1457.5,0,,,
Knife,Municipal,1991,1364,0,,,
Knife,Municipal,1990,1125.8,0,,,
Knife,Municipal,1989,1369.5,0,,,
Knife,Municipal,1988,1565.9,0,,,
Knife,Municipal,1987,1285.9,0,,,
Knife,Municipal,1986,1483.8,0,,,
Knife,Municipal,1985,1682.7,0,,,
Knife,Municipal,1984,2079.8,0,,,
Knife,Municipal,1983,2098.2,0,,,
Knife,Municipal,1982,1207.2,0,,,
Knife,Municipal,1981,1030.7,0,,,
Knife,Municipal,1980,1055.3,0,,,
Knife,Municipal,1979,964.5,0,,,
Knife,Municipal,1978,760.4,0,,,
Knife,Municipal,1977,824.9,0,,,
Knife,Power Generation,Year,Acre Feet,Acres,,,
Knife,Power Generation,2013,0,0,,,
Knife,Power Generation,2012,0,0,,,
Knife,Power Generation,2011,0,0,,,
Knife,Power Generation,2010,0.1,0,,,
Knife,Power Generation,2009,0,0,,,
Knife,Power Generation,2008,0,0,,,
Knife,Power Generation,2007,0,0,,,
Knife,Power Generation,2006,0,0,,,
Knife,Power Generation,2005,0,0,,,
Knife,Power Generation,2004,0.1,0,,,
Knife,Power Generation,2003,0,0,,,
Knife,Power Generation,2002,0,0,,,
Knife,Power Generation,2001,0,0,,,
Knife,Power Generation,2000,0,0,,,
Knife,Power Generation,1999,7.3,0,,,
Knife,Power Generation,1998,24.4,0,,,
Knife,Power Generation,1997,0,0,,,
Knife,Power Generation,1996,0,0,,,
Knife,Power Generation,1995,0.2,0,,,
Knife,Power Generation,1994,0,0,,,
Knife,Power Generation,1993,2.4,0,,,
Knife,Power Generation,1992,40.2,0,,,
Knife,Power Generation,1991,46.8,0,,,
Knife,Power Generation,1990,149.6,0,,,
Knife,Power Generation,1989,82.9,0,,,
Knife,Power Generation,1988,59.9,0,,,
Knife,Power Generation,1987,23.8,0,,,
Knife,Power Generation,1986,25.2,0,,,
Knife,Power Generation,1985,62.5,0,,,
Knife,Power Generation,1984,75.8,0,,,
Knife,Power Generation,1983,94.9,0,,,
Knife,Power Generation,1982,126.1,0,,,
Knife,Power Generation,1981,228.9,0,,,
Knife,Power Generation,1980,291.3,0,,,
Knife,Power Generation,1979,186.3,0,,,
Knife,Power Generation,1978,55.1,0,,,
Knife,Power Generation,1977,55.6,0,,,
Knife,Rural Water,Year,Acre Feet,Acres,,,
Knife,Rural Water,2019,0,0,,,
Knife,Rural Water,2018,0,0,,,
Knife,Rural Water,2017,0,0,,,
Knife,Rural Water,2016,0,0,,,
Knife,Rural Water,2015,0,0,,,
Knife,Rural Water,2014,0,0,,,
Knife,Rural Water,2013,4.6,0,,,
Knife,Rural Water,2012,3.7,0,,,
Knife,Rural Water,2011,2.8,0,,,
Knife,Rural Water,2010,2.8,0,,,
Knife,Rural Water,2009,2.1,0,,,
Knife,Rural Water,2008,1.5,0,,,
Knife,Rural Water,2007,0.3,0,,,
Knife,Rural Water,2006,0.2,0,,,
Knife,Rural Water,2005,0.2,0,,,
Knife,Rural Water,2004,0.2,0,,,
Knife,Rural Water,2003,0.2,0,,,
Knife,Rural Water,2002,0.2,0,,,
Knife,Rural Water,2001,0.1,0,,,
Knife,Rural Water,2000,0.2,0,,,
Knife,Rural Water,1999,0.2,0,,,
Knife,Rural Water,1998,0.1,0,,,
Knife,Rural Water,1997,0.1,0,,,
Knife,Rural Water,1996,0.1,0,,,
Knife,Rural Water,1995,0.1,0,,,
Knife,Rural Water,1994,0.1,0,,,
Knife,Rural Water,1993,0.1,0,,,
Knife,Rural Water,1992,0.1,0,,,
Knife,Rural Water,1991,0.1,0,,,
Knife,Rural Water,1990,0.1,0,,,
Knife,Rural Water,1989,0.1,0,,,
Knife,Rural Water,1988,0.1,0,,,
Knife,Rural Water,1987,0.1,0,,,
Knife,Rural Water,1986,0.2,0,,,
Knife,Rural Water,1985,0.2,0,,,
Knife,Rural Water,1984,0.2,0,,,
Knife,Rural Water,1983,0,0,,,
Knife,Rural Water,1982,0,0,,,
Knife,Rural Water,1981,0.6,0,,,
Lake Sakakawea,Industrial,Year,Acre Feet,Acres,,,
Lake Sakakawea,Industrial,2019,6697.3,0,,,
Lake Sakakawea,Industrial,2018,6362.6,15.1,,,
Lake Sakakawea,Industrial,2017,4585,0,,,
Lake Sakakawea,Industrial,2016,2317.5,0,,,
Lake Sakakawea,Industrial,2015,4378.3,0,,,
Lake Sakakawea,Industrial,2014,5725.6,0,,,
Lake Sakakawea,Industrial,2013,4640.3,0,,,
Lake Sakakawea,Industrial,2012,4782.1,0,,,
Lake Sakakawea,Industrial,2011,3889.1,0,,,
Lake Sakakawea,Industrial,2010,2294.8,0,,,
Lake Sakakawea,Industrial,2009,1044.6,0,,,
Lake Sakakawea,Industrial,2008,1123.3,0,,,
Lake Sakakawea,Industrial,2007,761.2,0,,,
Lake Sakakawea,Industrial,2006,968.9,0,,,
Lake Sakakawea,Industrial,2005,865.1,0,,,
Lake Sakakawea,Industrial,2004,1095.3,0,,,
Lake Sakakawea,Industrial,2003,1351.1,0,,,
Lake Sakakawea,Industrial,2002,1307.6,0,,,
Lake Sakakawea,Industrial,2001,1128,0,,,
Lake Sakakawea,Industrial,2000,1376.9,0,,,
Lake Sakakawea,Industrial,1999,1404.6,0,,,
Lake Sakakawea,Industrial,1998,1305.1,0,,,
Lake Sakakawea,Industrial,1997,1100.5,0,,,
Lake Sakakawea,Industrial,1996,986.8,0,,,
Lake Sakakawea,Industrial,1995,1057.9,0,,,
Lake Sakakawea,Industrial,1994,1002.3,0,,,
Lake Sakakawea,Industrial,1993,1023.5,0,,,
Lake Sakakawea,Industrial,1992,1086.4,0,,,
Lake Sakakawea,Industrial,1991,948.1,0,,,
Lake Sakakawea,Industrial,1990,946.4,0,,,
Lake Sakakawea,Industrial,1989,1007.8,0,,,
Lake Sakakawea,Industrial,1988,973,0,,,
Lake Sakakawea,Industrial,1987,933.9,0,,,
Lake Sakakawea,Industrial,1986,878,0,,,
Lake Sakakawea,Industrial,1985,847,0,,,
Lake Sakakawea,Industrial,1984,272.1,0,,,
Lake Sakakawea,Industrial,1983,94.7,0,,,
Lake Sakakawea,Industrial,1982,33,0,,,
Lake Sakakawea,Industrial,1981,0.4,0,,,
Lake Sakakawea,Industrial,1980,10.7,0,,,
Lake Sakakawea,Industrial,1979,83.3,0,,,
Lake Sakakawea,Industrial,1978,373.6,0,,,
Lake Sakakawea,Industrial,1977,392,0,,,
Lake Sakakawea,Irrigation,Year,Acre Feet,Acres,,,
Lake Sakakawea,Irrigation,2019,4149.1,7916.6,,,
Lake Sakakawea,Irrigation,2018,5403,7610.3,,,
Lake Sakakawea,Irrigation,2017,6266.3,7507.9,,,
Lake Sakakawea,Irrigation,2016,3446.8,6504.3,,,
Lake Sakakawea,Irrigation,2015,2857.5,4825.4,,,
Lake Sakakawea,Irrigation,2014,2226.7,4260.8,,,
Lake Sakakawea,Irrigation,2013,2802.6,4985.3,,,
Lake Sakakawea,Irrigation,2012,4214.5,6195.3,,,
Lake Sakakawea,Irrigation,2011,1774.4,4791,,,
Lake Sakakawea,Irrigation,2010,3649.2,7339.6,,,
Lake Sakakawea,Irrigation,2009,4653.7,8004.8,,,
Lake Sakakawea,Irrigation,2008,5373,7844.8,,,
Lake Sakakawea,Irrigation,2007,4965.3,6811.6,,,
Lake Sakakawea,Irrigation,2006,5940.4,6752.3,,,
Lake Sakakawea,Irrigation,2005,3966.6,5872.2,,,
Lake Sakakawea,Irrigation,2004,4139.6,5937.5,,,
Lake Sakakawea,Irrigation,2003,4725.4,5701.2,,,
Lake Sakakawea,Irrigation,2002,3308.8,5066.8,,,
Lake Sakakawea,Irrigation,2001,2771.7,4936.2,,,
Lake Sakakawea,Irrigation,2000,3867.3,4935.3,,,
Lake Sakakawea,Irrigation,1999,2965.6,4499.3,,,
Lake Sakakawea,Irrigation,1998,4045.9,6123.3,,,
Lake Sakakawea,Irrigation,1997,3522.5,5285.3,,,
Lake Sakakawea,Irrigation,1996,2570.1,4179.3,,,
Lake Sakakawea,Irrigation,1995,2107.2,4256.3,,,
Lake Sakakawea,Irrigation,1994,2693.5,4148.3,,,
Lake Sakakawea,Irrigation,1993,1221.9,2729.3,,,
Lake Sakakawea,Irrigation,1992,2883.7,4422,,,
Lake Sakakawea,Irrigation,1991,2253.9,4277.4,,,
Lake Sakakawea,Irrigation,1990,2714.7,4505.4,,,
Lake Sakakawea,Irrigation,1989,2812.5,3996.1,,,
Lake Sakakawea,Irrigation,1988,3748.6,4388.1,,,
Lake Sakakawea,Irrigation,1987,2126.3,4359.5,,,
Lake Sakakawea,Irrigation,1986,1863.5,4095.5,,,
Lake Sakakawea,Irrigation,1985,2427.8,4365.3,,,
Lake Sakakawea,Irrigation,1984,3421.3,4866.4,,,
Lake Sakakawea,Irrigation,1983,2529.5,4946,,,
Lake Sakakawea,Irrigation,1982,1938.1,3747.3,,,
Lake Sakakawea,Irrigation,1981,1766.5,3009,,,
Lake Sakakawea,Irrigation,1980,2316,2679.5,,,
Lake Sakakawea,Irrigation,1979,1641.1,2423,,,
Lake Sakakawea,Irrigation,1978,1788,1997.9,,,
Lake Sakakawea,Irrigation,1977,2022.1,2734,,,
Lake Sakakawea,Municipal,Year,Acre Feet,Acres,,,
Lake Sakakawea,Municipal,2019,621.5,0,,,
Lake Sakakawea,Municipal,2018,638.2,0,,,
Lake Sakakawea,Municipal,2017,592.6,0,,,
Lake Sakakawea,Municipal,2016,533.5,0,,,
Lake Sakakawea,Municipal,2015,506.4,0,,,
Lake Sakakawea,Municipal,2014,558.3,0,,,
Lake Sakakawea,Municipal,2013,613.8,0,,,
Lake Sakakawea,Municipal,2012,453.3,0,,,
Lake Sakakawea,Municipal,2011,451.6,0,,,
Lake Sakakawea,Municipal,2010,644.7,0,,,
Lake Sakakawea,Municipal,2009,611.3,0,,,
Lake Sakakawea,Municipal,2008,708.8,0,,,
Lake Sakakawea,Municipal,2007,458.7,0,,,
Lake Sakakawea,Municipal,2006,376.3,0,,,
Lake Sakakawea,Municipal,2005,359.8,0,,,
Lake Sakakawea,Municipal,2004,358.2,0,,,
Lake Sakakawea,Municipal,2003,376.9,0,,,
Lake Sakakawea,Municipal,2002,356.6,0,,,
Lake Sakakawea,Municipal,2001,357.2,0,,,
Lake Sakakawea,Municipal,2000,350.5,0,,,
Lake Sakakawea,Municipal,1999,349.1,0,,,
Lake Sakakawea,Municipal,1998,332.7,0,,,
Lake Sakakawea,Municipal,1997,308.9,0,,,
Lake Sakakawea,Municipal,1996,357.2,0,,,
Lake Sakakawea,Municipal,1995,349,0,,,
Lake Sakakawea,Municipal,1994,472.5,0,,,
Lake Sakakawea,Municipal,1993,458.8,0,,,
Lake Sakakawea,Municipal,1992,657.2,0,,,
Lake Sakakawea,Municipal,1991,639.3,0,,,
Lake Sakakawea,Municipal,1990,517.3,0,,,
Lake Sakakawea,Municipal,1989,512.7,0,,,
Lake Sakakawea,Municipal,1988,502.2,0,,,
Lake Sakakawea,Municipal,1987,527.4,0,,,
Lake Sakakawea,Municipal,1986,436.2,0,,,
Lake Sakakawea,Municipal,1985,543.8,0,,,
Lake Sakakawea,Municipal,1984,677.4,0,,,
Lake Sakakawea,Municipal,1983,490.1,0,,,
Lake Sakakawea,Municipal,1982,818.8,0,,,
Lake Sakakawea,Municipal,1981,374.3,0,,,
Lake Sakakawea,Municipal,1980,437.8,0,,,
Lake Sakakawea,Municipal,1979,638.4,0,,,
Lake Sakakawea,Municipal,1978,653.4,0,,,
Lake Sakakawea,Municipal,1977,569.8,0,,,
Lake Sakakawea,Rural Water,Year,Acre Feet,Acres,,,
Lake Sakakawea,Rural Water,2019,377.9,0,,,
Lake Sakakawea,Rural Water,2018,321.7,0,,,
Lake Sakakawea,Rural Water,2017,498.5,0,,,
Lake Sakakawea,Rural Water,2016,343.5,0,,,
Lake Sakakawea,Rural Water,2015,764.1,0,,,
Lake Sakakawea,Rural Water,2014,900.8,0,,,
Lake Sakakawea,Rural Water,2013,902.7,0,,,
Lake Sakakawea,Rural Water,2012,828.5,0,,,
Lake Sakakawea,Rural Water,2011,657.8,0,,,
Lake Sakakawea,Rural Water,2010,539.4,0,,,
Lake Sakakawea,Rural Water,2009,900.9,0,,,
Lake Sakakawea,Rural Water,2008,866.3,0,,,
Lake Sakakawea,Rural Water,2007,782.2,0,,,
Lake Sakakawea,Rural Water,2006,718.3,0,,,
Lake Sakakawea,Rural Water,2005,849.1,0,,,
Lake Sakakawea,Rural Water,2004,561.9,0,,,
Lake Sakakawea,Rural Water,2003,565.7,0,,,
Lake Sakakawea,Rural Water,2002,549.9,0,,,
Lake Sakakawea,Rural Water,2001,612,0,,,
Lake Sakakawea,Rural Water,2000,546.7,0,,,
Lake Sakakawea,Rural Water,1999,483,0,,,
